,Date,Open,High,Low,Close,Adjusted_close,Volume,macd_hist,exp11,exp22,exp50
0,2023-02-01,322.3,343.05,319.45,330.2,330.2,20594047,9.16014451559418,277.0630105095041,237.09159218510396,197.2235981153672
1,2023-01-02,324.3,339.95,304.9,321.2,321.2,66980597,9.237582453230608,267.40173969305033,229.6429195599123,191.7959898751781
2,2022-12-01,317.65,330.5,305.1,324.3,324.3,60005437,9.090042627754432,257.62023781905947,222.31835312470525,186.5141935435527
3,2022-11-01,292.2,318.0,270.0,316.45,316.45,119176197,7.397491910909228,245.4966446952521,214.15982137468168,180.8902830759426
4,2022-10-03,279.8,293.4,262.0,290.7,290.7,52471863,4.529469123253303,232.59603463984337,205.9766070846562,175.35723340557288
5,2022-09-01,251.25,303.45,249.2,278.7,278.7,111775469,1.8753504990838472,222.03167730163307,199.19873565142868,170.64936538131053
6,2022-08-01,220.35,268.3,218.55,251.7,251.7,78264779,-1.5990421279625586,211.72834590193,192.83863450354298,166.23913539687422
7,2022-07-01,185.7,222.0,184.3,219.9,219.9,37869319,-4.557466892612993,204.46077242955363,188.1297252638264,162.75093684164457
8,2022-06-01,218.5,223.7,167.1,185.1,185.1,70117334,-5.962343922408042,201.65364014401794,185.58810328493252,160.41832201885455
9,2022-05-02,202.2,224.5,189.05,218.35,214.54,83247492,-4.482225412346828,204.66339289747577,185.62715154772712,159.4109065910527
10,2022-04-01,191.1,214.0,187.0,205.0,201.42,74037100,-5.473427907892482,202.174918878835,183.0093236715453,157.00522930905487
11,2022-03-02,183.7,194.9,165.25,191.0,187.66,79291166,-5.596181891528314,201.6612677658959,181.25006956526892,155.0462590767714
12,2022-02-01,218.75,230.5,176.45,184.7,181.47,85731293,-4.276820608559909,203.59968008696788,180.47007513049041,153.57875944725185
13,2022-01-03,220.2,245.0,205.5,216.65,212.87,60116212,-1.5713263007813154,207.03598555732566,180.13168114092963,152.30850473081315
14,2021-12-01,205.25,221.4,197.8,217.15,213.36,42508092,-0.7906949931917779,205.28798293138487,177.21021563220398,149.68232125043818
15,2021-11-01,215.1,237.0,200.8,204.55,200.98,57815583,0.050083631822104735,203.13125255527302,174.0150328827803,146.9285384443336
16,2021-10-01,224.5,250.0,208.1,212.9,209.18,87503432,2.2474478282957833,202.8732984744136,171.57223551340272,144.5766420543064
17,2021-09-01,213.7,239.85,213.05,225.7,221.76,85480518,4.292494303281799,201.05026183339788,168.26601435447495,141.78793356672708
18,2021-08-02,224.85,231.95,203.35,212.95,209.23,82795687,5.478566154998422,196.56849125765206,163.67129550283295,138.36295126332817
19,2021-07-01,226.1,241.0,215.6,223.45,219.55,88927820,7.812047918549034,193.5900351226797,159.72899914305958,135.31858192713747
20,2021-06-01,222.85,243.0,218.5,225.0,217.85,113564820,9.433655443592372,188.16095059953054,154.63131907450435,131.7213811894696
21,2021-05-03,213.0,228.7,204.55,222.05,215.0,160122641,10.723554796626559,181.462941617627,149.00182460046472,127.91409062577449
22,2021-04-01,226.25,236.9,198.55,216.35,209.48,139244128,11.868832367314553,174.08347645719553,143.1579705685019,124.07180861049999
23,2021-03-01,235.0,261.25,208.0,223.7,216.59,168064670,13.006580351334946,166.39865399486743,137.30260821398204,120.30535181909183
24,2021-02-01,198.25,256.5,192.4,232.1,224.73,325906825,12.751590235662349,155.98022744847967,130.3908168711006,116.08516209742211
25,2021-01-01,178.45,239.7,174.5,196.65,190.4,368472395,10.236263799158912,142.1402688027487,122.25408222078866,111.34986259119444
26,2020-12-01,184.5,200.0,170.35,178.0,172.35,202781274,8.836142953603494,132.22940858506664,116.30240879845175,107.86822432961053
27,2020-11-02,140.9,185.5,138.75,184.45,178.59,164371664,7.659060276322176,123.90748287326058,111.36660150232788,105.00570287367626
28,2020-10-01,131.95,152.65,124.1,139.9,135.46,144729885,4.412766838536594,112.89975248658068,105.51992962251411,101.76307850117324
29,2020-09-01,124.0,135.55,109.55,130.85,126.69,172058173,3.3572282668388165,107.99061657504988,102.76952399231524,100.2064694604048
30,2020-08-03,108.9,139.0,107.55,123.55,119.63,238092209,2.2867218823541964,103.83436504324078,100.52308591170046,98.9557131118499
31,2020-07-01,108.8,119.6,105.9,108.35,104.91,136697845,1.115894578777754,100.24970414201182,98.6809327846365,97.95186466743561
32,2020-06-01,99.2,114.95,97.5,108.0,104.57,236036120,0.6956125356125312,98.77692307692307,97.9074074074074,97.52745098039216
33,2020-05-12,92.9,100.8,88.0,97.1,94.02,129154833,0.0,97.1,97.1,97.1
